Mode,Q1,Q2,Q4,Q5a,Q5f,Q6c,Q7a,Q7c,Q8d,Q10a,Q10d,Q11,Q11a,Q12,Q14,Q15,Q16,Q18,sDevType,p_gender_sdc,p_age_group_sdc,p_education_sdc,total_time_taken,neutral_count,disagree_count,agree_count,very_count,just_count,vmj_count,opinionated,undecided_voter,Q8a
2.0,5.0,20.0,3.0,4.0,2.0,3.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,2.0,2.0,4.0,1.0,13.400000000000002,5.0,35.0,12.0,17.0,35.0,-18.0,0.0,0.0,4.0
2.0,2.0,16.0,100.0,1.0,2.0,3.0,2.0,2.0,1.0,2.0,4.0,2.0,2.0,2.0,2.0,3.0,2.0,3.0,1.0,1.0,3.0,1.0,6.766666666666674,4.0,27.0,6.0,12.0,24.0,-12.0,0.0,0.0,5.0
2.0,2.0,4.0,3.0,2.0,1.0,4.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,3.0,3.0,2.0,3.0,0.0,1.0,1.0,1.0,6.499999999999997,5.0,39.0,10.0,11.0,43.0,-32.0,0.0,0.0,10.0
2.0,4.0,20.0,100.0,4.0,4.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,3.0,2.0,3.0,1.0,2.0,4.0,1.0,14.983333333333325,2.0,24.0,11.0,11.0,25.0,-14.0,0.0,0.0,5.0
2.0,4.0,1.0,1.0,2.0,1.0,3.0,3.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,-98.0,3.0,2.0,2.0,4.0,3.0,19.250000000000018,3.0,24.0,11.0,10.0,28.0,-18.0,0.0,0.0,7.0
2.0,2.0,-98.0,3.0,2.0,1.0,4.0,3.0,3.0,7.0,4.0,4.0,2.0,2.0,2.0,3.0,3.0,4.0,2.0,1.0,2.0,2.0,3.0,11.71666666666666,5.0,35.0,14.0,9.0,45.0,-36.0,0.0,0.0,9.0
2.0,4.0,35.0,4.0,2.0,3.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,3.0,2.0,2.0,2.0,3.0,2.0,2.0,3.0,2.0,18.433333333333326,0.0,32.0,5.0,18.0,18.0,0.0,0.0,0.0,2.0
2.0,2.0,13.0,1.0,1.0,1.0,5.0,3.0,3.0,2.0,4.0,4.0,2.0,1.0,3.0,1.0,3.0,2.0,3.0,1.0,1.0,3.0,1.0,11.550000000000002,1.0,26.0,10.0,16.0,20.0,-4.0,0.0,0.0,8.0
2.0,2.0,16.0,1.0,1.0,1.0,4.0,2.0,2.0,2.0,4.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,3.0,2.0,2.0,4.0,3.0,13.683333333333335,14.0,31.0,9.0,8.0,46.0,-38.0,0.0,0.0,5.0
2.0,4.0,1.0,2.0,2.0,1.0,3.0,2.0,3.0,1.0,2.0,4.0,2.0,1.0,2.0,3.0,3.0,2.0,3.0,0.0,2.0,3.0,2.0,16.46666666666667,5.0,25.0,7.0,14.0,22.0,-8.0,0.0,0.0,6.0
2.0,2.0,96.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,4.0,4.0,2.0,2.0,3.0,3.0,1.0,2.0,3.0,0.0,1.0,4.0,1.0,10.98333333333333,1.0,22.0,14.0,11.0,25.0,-14.0,0.0,0.0,4.0
2.0,2.0,13.0,100.0,1.0,1.0,4.0,2.0,2.0,1.0,4.0,1.0,1.0,2.0,4.0,2.0,3.0,2.0,3.0,0.0,1.0,4.0,1.0,9.449999999999992,1.0,31.0,5.0,17.0,19.0,-2.0,0.0,0.0,5.0
1.0,1.0,34.0,2.0,2.0,2.0,2.0,2.0,-98.0,3.0,4.0,4.0,1.0,2.0,2.0,-99.0,-99.0,2.0,3.0,-1.0,1.0,3.0,1.0,14.749999999999995,2.0,16.0,11.0,7.0,22.0,-15.0,0.0,0.0,7.0
2.0,4.0,-98.0,1.0,2.0,1.0,2.0,1.0,1.0,5.0,1.0,2.0,3.0,1.0,2.0,3.0,2.0,2.0,3.0,2.0,2.0,4.0,1.0,21.01666666666668,3.0,30.0,4.0,16.0,20.0,-4.0,0.0,0.0,7.0
2.0,2.0,4.0,-98.0,3.0,2.0,3.0,3.0,3.0,4.0,4.0,2.0,3.0,2.0,1.0,4.0,-98.0,2.0,3.0,0.0,2.0,4.0,3.0,13.433333333333339,3.0,21.0,12.0,4.0,31.0,-27.0,0.0,1.0,9.0
2.0,1.0,1.0,3.0,1.0,2.0,4.0,3.0,3.0,7.0,1.0,4.0,2.0,2.0,2.0,3.0,3.0,3.0,2.0,1.0,2.0,1.0,3.0,10.566666666666674,10.0,37.0,7.0,8.0,46.0,-38.0,0.0,0.0,8.0
2.0,1.0,11.0,3.0,1.0,2.0,1.0,2.0,1.0,1.0,4.0,4.0,2.0,2.0,2.0,3.0,3.0,4.0,3.0,1.0,2.0,2.0,2.0,29.03333333333333,4.0,40.0,10.0,23.0,31.0,-8.0,0.0,0.0,1.0
2.0,2.0,1.0,100.0,3.0,1.0,1.0,2.0,1.0,4.0,1.0,1.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,1.0,1.0,3.0,1.0,11.41666666666666,18.0,30.0,6.0,16.0,38.0,-22.0,0.0,0.0,5.0
2.0,2.0,13.0,100.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,3.0,2.0,3.0,2.0,3.0,1.0,1.0,2.0,2.0,6.6666666666666625,1.0,30.0,6.0,11.0,25.0,-14.0,0.0,0.0,1.0
2.0,2.0,14.0,3.0,2.0,2.0,5.0,1.0,2.0,7.0,4.0,4.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,0.0,1.0,1.0,3.0,6.100000000000001,2.0,47.0,5.0,9.0,45.0,-36.0,0.0,0.0,9.0
2.0,2.0,36.0,1.0,3.0,2.0,4.0,3.0,3.0,3.0,4.0,4.0,2.0,2.0,2.0,3.0,3.0,2.0,-98.0,0.0,1.0,3.0,3.0,8.78333333333333,9.0,11.0,16.0,0.0,36.0,-36.0,0.0,0.0,8.0
2.0,2.0,20.0,3.0,2.0,2.0,3.0,1.0,2.0,4.0,4.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,1.0,2.0,1.0,3.0,5.633333333333333,15.0,28.0,11.0,6.0,48.0,-42.0,0.0,0.0,5.0
1.0,2.0,13.0,1.0,2.0,1.0,4.0,2.0,2.0,6.0,4.0,5.0,2.0,1.0,3.0,2.0,3.0,2.0,3.0,-1.0,2.0,4.0,3.0,16.199999999999992,2.0,26.0,8.0,11.0,25.0,-14.0,0.0,0.0,5.0
1.0,5.0,1.0,1.0,2.0,1.0,3.0,3.0,1.0,5.0,2.0,4.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,-1.0,1.0,4.0,3.0,15.46666666666668,12.0,32.0,10.0,8.0,46.0,-38.0,0.0,0.0,8.0
2.0,2.0,1.0,4.0,1.0,1.0,4.0,3.0,3.0,5.0,1.0,2.0,3.0,1.0,3.0,1.0,3.0,2.0,3.0,1.0,1.0,2.0,1.0,5.15,3.0,27.0,7.0,17.0,19.0,-2.0,0.0,0.0,9.0
2.0,4.0,96.0,100.0,3.0,3.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,0.0,2.0,4.0,3.0,15.766666666666673,20.0,23.0,11.0,10.0,44.0,-34.0,0.0,0.0,5.0
2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,5.0,1.0,4.0,2.0,2.0,2.0,3.0,3.0,4.0,3.0,1.0,1.0,1.0,1.0,7.166666666666668,3.0,37.0,14.0,24.0,30.0,-6.0,0.0,0.0,7.0
2.0,2.0,36.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,3.0,3.0,1.0,2.0,3.0,1.0,2.0,3.0,1.0,26.95000000000001,2.0,27.0,8.0,13.0,23.0,-10.0,0.0,0.0,5.0
2.0,4.0,13.0,2.0,2.0,2.0,3.0,1.0,1.0,4.0,4.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,3.0,1.0,2.0,3.0,1.0,12.783333333333333,1.0,25.0,11.0,12.0,24.0,-12.0,0.0,0.0,6.0
2.0,5.0,11.0,4.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,4.0,2.0,2.0,2.0,3.0,3.0,3.0,2.0,0.0,1.0,2.0,1.0,9.216666666666667,12.0,30.0,12.0,10.0,44.0,-34.0,0.0,0.0,5.0
2.0,4.0,13.0,100.0,4.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,3.0,3.0,1.0,1.0,0.0,1.0,2.0,1.0,9.000000000000009,0.0,17.0,37.0,17.0,37.0,-20.0,0.0,0.0,3.0
2.0,2.0,13.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,4.0,4.0,1.0,2.0,2.0,2.0,-98.0,2.0,3.0,0.0,1.0,3.0,3.0,8.53333333333333,1.0,25.0,10.0,11.0,24.0,-13.0,0.0,0.0,2.0
2.0,2.0,12.0,1.0,2.0,1.0,4.0,3.0,3.0,4.0,4.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,1.0,1.0,2.0,1.0,19.983333333333334,11.0,34.0,9.0,8.0,46.0,-38.0,0.0,0.0,7.0
1.0,4.0,16.0,3.0,2.0,1.0,2.0,1.0,1.0,3.0,5.0,5.0,2.0,2.0,2.0,3.0,3.0,1.0,1.0,-1.0,1.0,3.0,2.0,12.83333333333334,9.0,21.0,24.0,17.0,37.0,-20.0,0.0,0.0,6.0
2.0,2.0,1.0,4.0,2.0,2.0,3.0,2.0,2.0,4.0,2.0,2.0,3.0,2.0,3.0,3.0,3.0,2.0,3.0,1.0,2.0,2.0,3.0,16.416666666666668,4.0,28.0,5.0,4.0,32.0,-28.0,0.0,0.0,7.0
2.0,2.0,-98.0,3.0,2.0,1.0,3.0,2.0,3.0,3.0,2.0,4.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,0.0,2.0,1.0,1.0,9.700000000000003,13.0,30.0,11.0,8.0,46.0,-38.0,0.0,0.0,8.0
2.0,2.0,36.0,3.0,2.0,2.0,3.0,3.0,3.0,4.0,5.0,4.0,2.0,1.0,2.0,2.0,3.0,2.0,3.0,1.0,1.0,3.0,3.0,9.48333333333333,3.0,24.0,10.0,8.0,28.0,-20.0,0.0,0.0,6.0
2.0,2.0,19.0,100.0,4.0,1.0,4.0,4.0,4.0,2.0,1.0,4.0,1.0,2.0,3.0,1.0,2.0,2.0,3.0,1.0,1.0,2.0,2.0,6.716666666666669,0.0,27.0,10.0,17.0,19.0,-2.0,0.0,0.0,6.0
2.0,4.0,6.0,100.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,2.0,0.0,1.0,4.0,2.0,25.749999999999996,14.0,37.0,3.0,10.0,44.0,-34.0,0.0,0.0,5.0
2.0,2.0,11.0,3.0,1.0,1.0,3.0,4.0,4.0,3.0,4.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,0.0,1.0,3.0,1.0,16.35,24.0,19.0,11.0,12.0,42.0,-30.0,0.0,0.0,9.0
2.0,4.0,13.0,3.0,1.0,1.0,2.0,2.0,3.0,2.0,1.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,1.0,1.0,1.0,2.0,3.0,9.383333333333336,17.0,21.0,16.0,7.0,47.0,-40.0,0.0,0.0,7.0
2.0,2.0,11.0,3.0,2.0,2.0,4.0,3.0,3.0,7.0,4.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,1.0,2.0,1.0,1.0,9.449999999999998,16.0,18.0,20.0,2.0,52.0,-50.0,0.0,0.0,9.0
2.0,2.0,-98.0,1.0,2.0,2.0,2.0,2.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,1.0,2.0,2.0,2.0,11.516666666666673,15.0,32.0,7.0,2.0,52.0,-50.0,0.0,0.0,7.0
2.0,2.0,6.0,3.0,2.0,2.0,3.0,3.0,3.0,4.0,5.0,2.0,3.0,2.0,3.0,3.0,3.0,2.0,3.0,1.0,2.0,1.0,3.0,20.3166666666667,6.0,18.0,13.0,7.0,29.0,-22.0,0.0,0.0,6.0
2.0,4.0,13.0,3.0,2.0,1.0,3.0,1.0,1.0,1.0,4.0,2.0,3.0,2.0,1.0,4.0,1.0,2.0,3.0,2.0,2.0,4.0,3.0,16.78333333333334,5.0,22.0,10.0,13.0,23.0,-10.0,0.0,0.0,5.0
2.0,2.0,30.0,100.0,3.0,1.0,3.0,2.0,3.0,2.0,4.0,4.0,2.0,2.0,1.0,4.0,3.0,2.0,3.0,0.0,1.0,3.0,3.0,8.366666666666656,2.0,21.0,14.0,7.0,29.0,-22.0,0.0,0.0,7.0
1.0,2.0,35.0,3.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,3.0,3.0,3.0,2.0,3.0,-1.0,2.0,4.0,3.0,11.333333333333336,4.0,28.0,4.0,20.0,16.0,4.0,1.0,0.0,9.0
2.0,4.0,33.0,100.0,2.0,1.0,4.0,3.0,3.0,5.0,2.0,2.0,1.0,2.0,2.0,2.0,-98.0,2.0,3.0,1.0,1.0,2.0,2.0,12.266666666666666,2.0,26.0,5.0,9.0,23.0,-14.0,0.0,0.0,7.0
2.0,4.0,-98.0,4.0,2.0,2.0,3.0,3.0,-98.0,1.0,4.0,4.0,2.0,1.0,3.0,3.0,-98.0,2.0,3.0,2.0,2.0,4.0,2.0,17.383333333333333,4.0,17.0,14.0,7.0,27.0,-20.0,0.0,0.0,3.0
2.0,4.0,4.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,5.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,0.0,1.0,3.0,1.0,7.5166666666666675,1.0,40.0,13.0,11.0,43.0,-32.0,0.0,0.0,6.0
1.0,2.0,6.0,3.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,5.0,2.0,2.0,2.0,3.0,3.0,1.0,2.0,-1.0,2.0,4.0,3.0,15.800000000000004,8.0,30.0,13.0,9.0,42.0,-33.0,0.0,0.0,5.0
2.0,2.0,11.0,1.0,3.0,1.0,4.0,3.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,0.0,1.0,2.0,1.0,14.41666666666666,5.0,42.0,7.0,17.0,37.0,-20.0,0.0,0.0,8.0
2.0,5.0,11.0,4.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,0.0,1.0,3.0,1.0,7.866666666666671,5.0,43.0,6.0,17.0,37.0,-20.0,0.0,0.0,6.0
2.0,2.0,34.0,100.0,1.0,1.0,4.0,4.0,4.0,3.0,5.0,1.0,2.0,2.0,2.0,3.0,3.0,1.0,3.0,0.0,1.0,4.0,1.0,16.400000000000002,5.0,30.0,19.0,23.0,31.0,-8.0,0.0,0.0,9.0
2.0,2.0,16.0,1.0,3.0,1.0,4.0,2.0,3.0,1.0,2.0,4.0,2.0,2.0,2.0,3.0,3.0,1.0,3.0,0.0,1.0,4.0,2.0,14.750000000000005,13.0,28.0,13.0,7.0,47.0,-40.0,0.0,0.0,5.0
2.0,2.0,16.0,100.0,3.0,2.0,3.0,1.0,2.0,1.0,4.0,2.0,1.0,2.0,2.0,3.0,1.0,2.0,3.0,0.0,2.0,4.0,1.0,9.8,4.0,22.0,11.0,11.0,25.0,-14.0,0.0,0.0,8.0
2.0,4.0,13.0,100.0,4.0,3.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,4.0,1.0,2.0,2.0,3.0,1.0,1.0,1.0,1.0,6.249999999999996,0.0,21.0,16.0,21.0,15.0,6.0,1.0,0.0,1.0
2.0,2.0,17.0,3.0,1.0,1.0,2.0,1.0,1.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,1.0,2.0,2.0,2.0,6.2333333333333325,8.0,41.0,5.0,13.0,41.0,-28.0,0.0,0.0,4.0
2.0,2.0,5.0,3.0,-98.0,2.0,-98.0,3.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,3.0,3.0,-98.0,-98.0,0.0,2.0,4.0,3.0,15.133333333333333,0.0,14.0,2.0,2.0,14.0,-12.0,0.0,0.0,5.0
2.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,4.0,6.0,1.0,2.0,2.0,1.0,3.0,2.0,3.0,2.0,3.0,1.0,1.0,2.0,1.0,13.000000000000005,3.0,28.0,6.0,17.0,19.0,-2.0,0.0,0.0,7.0
2.0,2.0,13.0,1.0,1.0,1.0,5.0,4.0,4.0,5.0,2.0,2.0,2.0,1.0,2.0,2.0,3.0,2.0,3.0,1.0,1.0,4.0,2.0,13.999999999999998,2.0,30.0,5.0,15.0,21.0,-6.0,0.0,0.0,8.0
2.0,2.0,32.0,3.0,1.0,1.0,4.0,2.0,3.0,4.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,1.0,2.0,2.0,2.0,8.450000000000005,6.0,40.0,8.0,15.0,39.0,-24.0,0.0,0.0,9.0
2.0,2.0,16.0,1.0,2.0,2.0,3.0,2.0,3.0,6.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,3.0,0.0,2.0,2.0,1.0,7.0333333333333306,10.0,34.0,10.0,1.0,53.0,-52.0,0.0,0.0,7.0
2.0,5.0,20.0,100.0,2.0,2.0,3.0,3.0,3.0,1.0,5.0,5.0,3.0,2.0,4.0,4.0,2.0,2.0,3.0,0.0,2.0,3.0,3.0,17.133333333333322,3.0,17.0,17.0,16.0,20.0,-4.0,0.0,0.0,1.0
2.0,2.0,1.0,4.0,4.0,4.0,5.0,1.0,1.0,1.0,4.0,2.0,2.0,2.0,1.0,3.0,1.0,2.0,3.0,0.0,1.0,2.0,1.0,5.283333333333333,1.0,24.0,12.0,20.0,16.0,4.0,1.0,0.0,5.0
2.0,2.0,1.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,4.0,1.0,2.0,2.0,2.0,3.0,3.0,1.0,2.0,0.0,2.0,2.0,1.0,9.516666666666673,14.0,24.0,16.0,6.0,48.0,-42.0,0.0,0.0,5.0
2.0,2.0,1.0,2.0,2.0,2.0,3.0,2.0,3.0,2.0,4.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,1.0,2.0,4.0,2.0,23.95,15.0,26.0,11.0,1.0,51.0,-50.0,0.0,0.0,6.0
2.0,2.0,13.0,1.0,2.0,1.0,3.0,1.0,2.0,3.0,4.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,0.0,1.0,3.0,2.0,8.749999999999998,18.0,30.0,6.0,9.0,45.0,-36.0,0.0,0.0,5.0
2.0,4.0,5.0,3.0,1.0,1.0,3.0,1.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,1.0,1.0,2.0,2.0,1.0,8.169999999999998,6.0,39.0,9.0,10.0,44.0,-34.0,0.0,0.0,5.0
2.0,2.0,20.0,1.0,2.0,2.0,3.0,1.0,2.0,6.0,2.0,2.0,3.0,1.0,2.0,3.0,3.0,2.0,3.0,1.0,2.0,2.0,1.0,5.766666666666663,5.0,30.0,2.0,10.0,26.0,-16.0,0.0,0.0,7.0
2.0,4.0,-98.0,3.0,1.0,1.0,5.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,3.0,3.0,2.0,3.0,0.0,2.0,4.0,1.0,25.79999999999999,2.0,22.0,8.0,14.0,17.0,-3.0,0.0,0.0,5.0
2.0,1.0,1.0,3.0,2.0,2.0,3.0,3.0,3.0,6.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,0.0,1.0,2.0,2.0,8.733333333333333,2.0,46.0,6.0,2.0,52.0,-50.0,0.0,0.0,8.0
2.0,5.0,32.0,100.0,4.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,2.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,2.0,2.0,8.833333333333337,1.0,28.0,8.0,27.0,9.0,18.0,1.0,0.0,1.0
2.0,4.0,96.0,3.0,1.0,1.0,3.0,2.0,2.0,2.0,2.0,5.0,2.0,1.0,4.0,1.0,3.0,2.0,3.0,2.0,1.0,4.0,1.0,7.866666666666663,3.0,24.0,10.0,20.0,16.0,4.0,1.0,0.0,6.0
2.0,2.0,96.0,1.0,2.0,2.0,2.0,2.0,3.0,4.0,4.0,2.0,2.0,1.0,2.0,2.0,3.0,2.0,3.0,2.0,2.0,4.0,3.0,7.533333333333341,2.0,24.0,11.0,6.0,30.0,-24.0,0.0,0.0,7.0
2.0,4.0,16.0,3.0,4.0,2.0,4.0,2.0,2.0,2.0,4.0,2.0,2.0,1.0,3.0,2.0,1.0,2.0,3.0,2.0,1.0,3.0,1.0,9.566666666666672,0.0,28.0,9.0,8.0,28.0,-20.0,0.0,0.0,7.0
2.0,4.0,13.0,100.0,1.0,1.0,3.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,3.0,3.0,4.0,2.0,1.0,2.0,3.0,1.0,17.816666666666674,13.0,37.0,4.0,25.0,29.0,-4.0,0.0,0.0,4.0
2.0,4.0,16.0,3.0,1.0,1.0,3.0,1.0,1.0,7.0,1.0,1.0,2.0,2.0,2.0,3.0,3.0,3.0,2.0,1.0,1.0,2.0,1.0,5.069999999999982,13.0,40.0,1.0,20.0,34.0,-14.0,0.0,0.0,7.0
2.0,2.0,-98.0,3.0,1.0,1.0,3.0,3.0,2.0,4.0,4.0,1.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,1.0,2.0,1.0,1.0,8.383333333333344,3.0,34.0,17.0,14.0,40.0,-26.0,0.0,0.0,8.0
2.0,2.0,1.0,1.0,1.0,1.0,3.0,2.0,2.0,3.0,2.0,2.0,3.0,2.0,2.0,3.0,3.0,2.0,3.0,0.0,2.0,4.0,1.0,16.016666666666666,8.0,28.0,1.0,9.0,27.0,-18.0,0.0,0.0,7.0
2.0,2.0,1.0,1.0,2.0,3.0,3.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,1.0,2.0,2.0,2.0,15.383333333333333,10.0,37.0,7.0,6.0,48.0,-42.0,0.0,0.0,6.0
2.0,2.0,18.0,1.0,1.0,1.0,3.0,2.0,2.0,4.0,2.0,4.0,3.0,2.0,2.0,2.0,3.0,2.0,3.0,2.0,2.0,4.0,3.0,13.616666666666662,4.0,24.0,9.0,9.0,27.0,-18.0,0.0,0.0,4.0
2.0,2.0,100.0,1.0,2.0,2.0,3.0,2.0,2.0,5.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,0.0,1.0,2.0,3.0,4.650000000000004,20.0,32.0,2.0,2.0,52.0,-50.0,0.0,0.0,5.0
2.0,4.0,11.0,3.0,3.0,2.0,2.0,2.0,2.0,3.0,1.0,1.0,2.0,1.0,2.0,3.0,3.0,2.0,3.0,1.0,2.0,2.0,1.0,5.613333333333332,4.0,28.0,5.0,19.0,17.0,2.0,1.0,0.0,4.0
2.0,2.0,29.0,1.0,2.0,1.0,5.0,2.0,3.0,2.0,2.0,1.0,2.0,2.0,2.0,3.0,3.0,1.0,3.0,0.0,1.0,3.0,1.0,10.2,10.0,32.0,12.0,9.0,45.0,-36.0,0.0,0.0,8.0
2.0,2.0,1.0,1.0,4.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0,2.0,32.63333333333333,12.0,34.0,8.0,8.0,46.0,-38.0,0.0,0.0,4.0
2.0,2.0,16.0,-98.0,2.0,2.0,5.0,1.0,1.0,2.0,4.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,3.0,0.0,2.0,1.0,1.0,9.350000000000003,10.0,40.0,4.0,9.0,45.0,-36.0,0.0,1.0,8.0
2.0,1.0,-98.0,1.0,2.0,1.0,4.0,2.0,3.0,1.0,4.0,1.0,2.0,2.0,2.0,3.0,3.0,2.0,3.0,0.0,2.0,3.0,3.0,12.733333333333347,5.0,17.0,9.0,10.0,20.0,-10.0,0.0,0.0,8.0
2.0,2.0,36.0,100.0,1.0,1.0,3.0,1.0,2.0,3.0,1.0,2.0,2.0,2.0,4.0,2.0,3.0,2.0,3.0,0.0,1.0,3.0,1.0,18.683333333333334,5.0,31.0,1.0,20.0,17.0,3.0,1.0,0.0,6.0
2.0,2.0,35.0,3.0,3.0,3.0,3.0,2.0,3.0,6.0,2.0,4.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,0.0,2.0,2.0,1.0,5.666666666666664,10.0,28.0,15.0,2.0,51.0,-49.0,0.0,0.0,6.0
1.0,5.0,16.0,100.0,2.0,1.0,2.0,2.0,2.0,1.0,4.0,5.0,2.0,2.0,2.0,3.0,1.0,2.0,3.0,-1.0,2.0,4.0,3.0,15.583333333333332,2.0,21.0,12.0,14.0,21.0,-7.0,0.0,0.0,2.0
2.0,2.0,-98.0,1.0,2.0,2.0,3.0,2.0,2.0,3.0,2.0,4.0,2.0,2.0,2.0,3.0,3.0,2.0,-98.0,0.0,1.0,4.0,1.0,10.033333333333333,12.0,22.0,6.0,2.0,38.0,-36.0,0.0,0.0,7.0
2.0,4.0,28.0,1.0,3.0,1.0,4.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,3.0,1.0,1.0,1.0,3.0,6.066666666666663,5.0,26.0,6.0,7.0,29.0,-22.0,0.0,0.0,8.0
2.0,4.0,11.0,3.0,2.0,2.0,1.0,2.0,1.0,1.0,4.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,2.0,0.0,2.0,3.0,3.0,17.34999999999999,14.0,28.0,12.0,4.0,50.0,-46.0,0.0,0.0,4.0
2.0,4.0,11.0,4.0,3.0,2.0,2.0,2.0,2.0,3.0,4.0,2.0,2.0,2.0,2.0,3.0,3.0,4.0,4.0,0.0,1.0,1.0,1.0,20.633333333333333,2.0,38.0,14.0,14.0,40.0,-26.0,0.0,0.0,7.0
2.0,2.0,16.0,4.0,2.0,3.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,2.0,1.0,2.0,3.0,1.0,10.866666666666665,12.0,39.0,3.0,10.0,44.0,-34.0,0.0,0.0,6.0
2.0,2.0,16.0,100.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,3.0,2.0,2.0,3.0,0.0,1.0,4.0,3.0,18.866666666666667,2.0,27.0,6.0,13.0,21.0,-8.0,0.0,0.0,8.0
2.0,2.0,32.0,1.0,1.0,1.0,5.0,3.0,1.0,7.0,2.0,4.0,2.0,2.0,2.0,3.0,3.0,1.0,2.0,2.0,1.0,4.0,2.0,17.35000000000001,8.0,29.0,17.0,11.0,43.0,-32.0,0.0,0.0,10.0
2.0,2.0,1.0,100.0,2.0,2.0,3.0,2.0,2.0,5.0,4.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,4.0,0.0,1.0,4.0,2.0,8.483333333333336,4.0,44.0,6.0,2.0,52.0,-50.0,0.0,0.0,5.0
2.0,1.0,12.0,1.0,1.0,1.0,5.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,3.0,3.0,3.0,2.0,1.0,2.0,4.0,2.0,10.78333333333334,14.0,38.0,2.0,22.0,32.0,-10.0,0.0,0.0,1.0
