Mode,Q1,Q2,Q4,Q5a,Q5f,Q6c,Q7a,Q7c,Q8d,Q10a,Q10d,Q11,Q11a,Q12,Q14,Q15,Q16,Q18,sDevType,p_gender_sdc,p_age_group_sdc,p_education_sdc,total_time_taken,neutral_count,disagree_count,agree_count,very_count,just_count,vmj_count,opinionated,undecided_voter,Q8a
2.0,2.0,20.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,3.0,3.0,2.0,1.0,1.0,2.0,2.0,3.0,12.36666666666666,10.0,28.0,16.0,13.0,41.0,-28.0,0.0,0.0,1.0
2.0,2.0,1.0,3.0,1.0,2.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,3.0,1.0,2.0,2.0,1.0,20.1,9.0,38.0,7.0,5.0,49.0,-44.0,0.0,0.0,5.0
2.0,2.0,13.0,1.0,2.0,1.0,4.0,1.0,1.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,3.0,0.0,1.0,3.0,1.0,7.150000000000001,8.0,46.0,0.0,12.0,42.0,-30.0,0.0,0.0,5.0
2.0,2.0,1.0,3.0,2.0,2.0,3.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,3.0,3.0,2.0,3.0,1.0,1.0,1.0,1.0,7.550000000000002,5.0,30.0,2.0,10.0,26.0,-16.0,0.0,0.0,4.0
2.0,4.0,1.0,3.0,3.0,2.0,2.0,2.0,3.0,1.0,4.0,2.0,2.0,1.0,3.0,3.0,3.0,2.0,3.0,0.0,1.0,4.0,1.0,12.333333333333325,3.0,19.0,15.0,5.0,31.0,-26.0,0.0,0.0,5.0
1.0,1.0,32.0,1.0,2.0,3.0,3.0,2.0,2.0,1.0,5.0,5.0,1.0,2.0,2.0,1.0,2.0,2.0,3.0,-1.0,2.0,4.0,1.0,15.38333333333333,2.0,25.0,9.0,17.0,19.0,-2.0,0.0,0.0,8.0
2.0,2.0,16.0,1.0,2.0,2.0,3.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,3.0,3.0,1.0,1.0,2.0,1.0,4.0,2.0,13.050000000000011,3.0,20.0,31.0,10.0,44.0,-34.0,0.0,0.0,3.0
2.0,4.0,1.0,100.0,2.0,1.0,5.0,1.0,1.0,1.0,4.0,1.0,2.0,2.0,2.0,3.0,3.0,2.0,3.0,1.0,2.0,3.0,2.0,8.816666666666668,14.0,35.0,5.0,17.0,37.0,-20.0,0.0,0.0,1.0
1.0,2.0,13.0,1.0,3.0,1.0,1.0,2.0,1.0,1.0,5.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,3.0,-1.0,2.0,4.0,3.0,16.383333333333336,0.0,20.0,16.0,17.0,19.0,-2.0,0.0,0.0,7.0
2.0,4.0,13.0,100.0,2.0,1.0,2.0,1.0,3.0,1.0,2.0,2.0,3.0,1.0,1.0,4.0,3.0,2.0,3.0,0.0,2.0,3.0,1.0,8.283333333333335,3.0,25.0,9.0,12.0,24.0,-12.0,0.0,0.0,3.0
2.0,4.0,96.0,100.0,-99.0,2.0,-98.0,-99.0,-98.0,2.0,3.0,-98.0,-98.0,-98.0,-99.0,-99.0,-99.0,2.0,3.0,0.0,1.0,2.0,2.0,11.683333333333332,4.0,4.0,1.0,0.0,8.0,-8.0,0.0,0.0,6.0
2.0,1.0,16.0,100.0,3.0,1.0,4.0,4.0,4.0,2.0,5.0,2.0,2.0,2.0,2.0,3.0,3.0,1.0,3.0,2.0,1.0,3.0,1.0,9.116666666666672,6.0,26.0,22.0,16.0,38.0,-22.0,0.0,0.0,8.0
2.0,2.0,29.0,3.0,1.0,1.0,4.0,2.0,3.0,1.0,1.0,1.0,2.0,1.0,2.0,4.0,2.0,2.0,3.0,1.0,1.0,2.0,2.0,5.916666666666666,1.0,31.0,5.0,18.0,18.0,0.0,0.0,0.0,8.0
2.0,2.0,16.0,1.0,4.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,0.0,1.0,3.0,2.0,12.399999999999993,12.0,34.0,8.0,8.0,46.0,-38.0,0.0,0.0,2.0
2.0,2.0,20.0,1.0,1.0,1.0,4.0,1.0,2.0,7.0,5.0,5.0,2.0,2.0,2.0,3.0,3.0,2.0,4.0,0.0,1.0,3.0,1.0,7.483333333333336,4.0,34.0,16.0,36.0,18.0,18.0,1.0,0.0,10.0
2.0,2.0,16.0,3.0,2.0,1.0,3.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,3.0,3.0,2.0,3.0,0.0,1.0,4.0,3.0,15.233333333333347,22.0,29.0,3.0,11.0,43.0,-32.0,0.0,0.0,5.0
1.0,4.0,13.0,3.0,2.0,1.0,2.0,3.0,1.0,1.0,4.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,-1.0,2.0,3.0,2.0,12.133333333333333,11.0,27.0,16.0,6.0,48.0,-42.0,0.0,0.0,5.0
2.0,5.0,13.0,1.0,4.0,1.0,2.0,3.0,3.0,1.0,4.0,4.0,3.0,2.0,2.0,3.0,2.0,2.0,3.0,0.0,1.0,2.0,2.0,9.0,5.0,13.0,19.0,13.0,23.0,-10.0,0.0,0.0,4.0
2.0,2.0,1.0,3.0,2.0,2.0,3.0,3.0,3.0,4.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,1.0,2.0,2.0,2.0,8.583333333333332,4.0,43.0,7.0,0.0,54.0,-54.0,0.0,0.0,5.0
2.0,2.0,1.0,100.0,1.0,1.0,5.0,2.0,1.0,9.0,4.0,2.0,2.0,1.0,3.0,2.0,3.0,2.0,3.0,0.0,2.0,2.0,3.0,13.933333333333335,1.0,30.0,6.0,21.0,15.0,6.0,1.0,0.0,10.0
2.0,2.0,-98.0,4.0,2.0,4.0,2.0,1.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,3.0,14.016666666666653,4.0,41.0,9.0,16.0,38.0,-22.0,0.0,0.0,6.0
2.0,2.0,1.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,1.0,2.0,2.0,3.0,7.966666666666668,12.0,32.0,10.0,1.0,53.0,-52.0,0.0,0.0,3.0
2.0,4.0,16.0,-98.0,2.0,1.0,3.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,-98.0,0.0,1.0,3.0,1.0,15.183333333333332,9.0,32.0,7.0,12.0,36.0,-24.0,0.0,1.0,6.0
2.0,4.0,16.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,3.0,2.0,1.0,4.0,1.0,2.0,3.0,2.0,2.0,3.0,1.0,14.766666666666666,1.0,24.0,12.0,21.0,15.0,6.0,1.0,0.0,2.0
2.0,5.0,11.0,4.0,2.0,4.0,2.0,3.0,2.0,3.0,4.0,4.0,2.0,2.0,2.0,3.0,3.0,3.0,1.0,1.0,1.0,4.0,1.0,25.33333333333339,0.0,33.0,21.0,18.0,36.0,-18.0,0.0,0.0,7.0
2.0,5.0,13.0,3.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,4.0,3.0,2.0,2.0,3.0,2.0,10.799999999999988,9.0,44.0,1.0,24.0,30.0,-6.0,0.0,0.0,5.0
1.0,5.0,20.0,-98.0,1.0,1.0,3.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,3.0,-1.0,2.0,2.0,1.0,12.566666666666665,9.0,39.0,6.0,18.0,36.0,-18.0,0.0,1.0,1.0
2.0,4.0,13.0,3.0,2.0,2.0,4.0,2.0,1.0,2.0,2.0,4.0,2.0,1.0,2.0,2.0,2.0,2.0,3.0,1.0,1.0,2.0,2.0,7.930000000000002,4.0,29.0,4.0,9.0,27.0,-18.0,0.0,0.0,6.0
2.0,2.0,11.0,3.0,1.0,1.0,4.0,4.0,4.0,5.0,1.0,4.0,2.0,1.0,4.0,1.0,3.0,2.0,3.0,0.0,1.0,3.0,1.0,15.616666666666667,3.0,27.0,7.0,19.0,17.0,2.0,1.0,0.0,9.0
2.0,4.0,11.0,100.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,1.0,2.0,3.0,1.0,28.98333333333333,14.0,33.0,7.0,5.0,49.0,-44.0,0.0,0.0,4.0
2.0,2.0,37.0,3.0,2.0,2.0,4.0,1.0,2.0,5.0,5.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,3.0,1.0,2.0,1.0,3.0,17.45,4.0,38.0,12.0,5.0,49.0,-44.0,0.0,0.0,8.0
2.0,2.0,32.0,1.0,2.0,1.0,4.0,1.0,3.0,7.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,1.0,1.0,2.0,1.0,23.65000000000001,2.0,26.0,9.0,8.0,28.0,-20.0,0.0,0.0,6.0
2.0,2.0,20.0,3.0,3.0,3.0,3.0,2.0,2.0,4.0,1.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,2.0,2.0,2.0,4.0,1.0,13.499999999999995,20.0,32.0,2.0,2.0,52.0,-50.0,0.0,0.0,6.0
2.0,5.0,11.0,3.0,3.0,1.0,1.0,2.0,2.0,1.0,2.0,4.0,3.0,2.0,1.0,1.0,1.0,2.0,3.0,2.0,2.0,3.0,1.0,14.816666666666661,2.0,22.0,13.0,16.0,20.0,-4.0,0.0,0.0,1.0
2.0,2.0,1.0,3.0,2.0,2.0,4.0,1.0,1.0,6.0,1.0,1.0,2.0,1.0,2.0,4.0,3.0,2.0,3.0,1.0,2.0,3.0,2.0,27.48333333333333,4.0,31.0,2.0,14.0,22.0,-8.0,0.0,0.0,7.0
2.0,4.0,16.0,3.0,2.0,2.0,3.0,3.0,2.0,2.0,4.0,4.0,3.0,2.0,3.0,4.0,2.0,2.0,3.0,1.0,2.0,3.0,2.0,10.899999999999995,3.0,18.0,16.0,6.0,30.0,-24.0,0.0,0.0,5.0
1.0,4.0,11.0,4.0,2.0,2.0,3.0,2.0,2.0,5.0,4.0,4.0,2.0,1.0,3.0,3.0,3.0,2.0,3.0,-1.0,1.0,3.0,3.0,11.633333333333322,6.0,19.0,11.0,7.0,29.0,-22.0,0.0,0.0,5.0
2.0,2.0,20.0,3.0,3.0,3.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,4.0,2.0,1.0,2.0,2.0,3.0,7.966666666666673,9.0,31.0,14.0,10.0,44.0,-34.0,0.0,0.0,6.0
2.0,2.0,11.0,4.0,1.0,1.0,3.0,3.0,3.0,3.0,4.0,4.0,2.0,1.0,2.0,2.0,3.0,2.0,3.0,0.0,2.0,1.0,3.0,6.866666666666671,5.0,18.0,14.0,10.0,26.0,-16.0,0.0,0.0,8.0
2.0,2.0,19.0,100.0,2.0,1.0,4.0,3.0,4.0,1.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,1.0,3.0,0.0,2.0,3.0,2.0,14.833333333333329,3.0,42.0,9.0,17.0,37.0,-20.0,0.0,0.0,5.0
2.0,2.0,1.0,100.0,4.0,1.0,1.0,2.0,2.0,4.0,4.0,4.0,2.0,2.0,1.0,3.0,1.0,2.0,3.0,0.0,2.0,2.0,3.0,6.533333333333331,1.0,21.0,15.0,10.0,26.0,-16.0,0.0,0.0,6.0
1.0,2.0,1.0,100.0,3.0,1.0,5.0,3.0,3.0,9.0,2.0,1.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,-1.0,1.0,3.0,3.0,13.583333333333336,3.0,42.0,9.0,7.0,47.0,-40.0,0.0,0.0,8.0
2.0,4.0,11.0,3.0,2.0,2.0,3.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,3.0,0.0,2.0,4.0,3.0,13.516666666666675,3.0,29.0,5.0,9.0,27.0,-18.0,0.0,0.0,4.0
2.0,2.0,16.0,1.0,3.0,1.0,3.0,1.0,1.0,3.0,1.0,2.0,2.0,1.0,2.0,3.0,3.0,2.0,3.0,0.0,2.0,3.0,1.0,14.883333333333326,6.0,25.0,6.0,13.0,23.0,-10.0,0.0,0.0,7.0
2.0,2.0,11.0,1.0,2.0,2.0,3.0,3.0,3.0,5.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,3.0,7.56666666666667,4.0,45.0,5.0,0.0,54.0,-54.0,0.0,0.0,5.0
2.0,2.0,16.0,4.0,2.0,2.0,2.0,2.0,2.0,4.0,4.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,3.0,12.033333333333328,10.0,36.0,8.0,0.0,54.0,-54.0,0.0,0.0,6.0
2.0,2.0,16.0,1.0,1.0,1.0,4.0,2.0,3.0,4.0,2.0,4.0,2.0,2.0,2.0,3.0,3.0,2.0,3.0,0.0,1.0,2.0,1.0,11.88333333333334,10.0,36.0,8.0,7.0,47.0,-40.0,0.0,0.0,7.0
2.0,5.0,1.0,-98.0,2.0,3.0,1.0,1.0,1.0,5.0,5.0,4.0,1.0,2.0,3.0,3.0,3.0,2.0,3.0,2.0,2.0,2.0,1.0,14.466666666666674,3.0,19.0,15.0,19.0,17.0,2.0,1.0,1.0,5.0
1.0,4.0,13.0,100.0,2.0,1.0,3.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,4.0,-1.0,2.0,3.0,1.0,12.48333333333334,8.0,43.0,3.0,12.0,42.0,-30.0,0.0,0.0,5.0
2.0,4.0,34.0,1.0,1.0,1.0,4.0,1.0,3.0,1.0,2.0,1.0,3.0,2.0,3.0,2.0,2.0,2.0,3.0,0.0,2.0,3.0,1.0,17.26666666666666,3.0,27.0,7.0,14.0,22.0,-8.0,0.0,0.0,6.0
2.0,2.0,11.0,1.0,1.0,1.0,2.0,2.0,3.0,9.0,2.0,4.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,0.0,2.0,3.0,3.0,13.116666666666665,5.0,39.0,10.0,7.0,47.0,-40.0,0.0,0.0,9.0
2.0,2.0,-98.0,3.0,4.0,1.0,2.0,1.0,1.0,2.0,4.0,4.0,2.0,2.0,2.0,3.0,3.0,1.0,2.0,1.0,1.0,2.0,3.0,6.133333333333331,17.0,16.0,21.0,13.0,41.0,-28.0,0.0,0.0,3.0
1.0,5.0,16.0,3.0,1.0,4.0,1.0,1.0,1.0,1.0,5.0,5.0,2.0,2.0,2.0,3.0,3.0,4.0,1.0,-1.0,2.0,4.0,3.0,15.116666666666665,0.0,20.0,34.0,26.0,28.0,-2.0,0.0,0.0,1.0
2.0,1.0,36.0,1.0,1.0,2.0,2.0,2.0,2.0,9.0,4.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,2.0,0.0,1.0,2.0,1.0,21.183333333333326,9.0,34.0,9.0,4.0,48.0,-44.0,0.0,0.0,8.0
2.0,2.0,-98.0,100.0,1.0,2.0,3.0,1.0,2.0,3.0,2.0,1.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,1.0,1.0,4.0,3.0,33.69999999999999,18.0,35.0,1.0,7.0,47.0,-40.0,0.0,0.0,2.0
2.0,4.0,16.0,3.0,3.0,4.0,2.0,2.0,1.0,1.0,4.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,3.0,0.0,2.0,4.0,3.0,13.016666666666675,3.0,21.0,13.0,6.0,30.0,-24.0,0.0,0.0,2.0
2.0,4.0,16.0,3.0,3.0,1.0,3.0,3.0,4.0,1.0,2.0,4.0,1.0,2.0,2.0,2.0,3.0,2.0,3.0,0.0,2.0,4.0,3.0,31.36666666666665,3.0,18.0,16.0,8.0,28.0,-20.0,0.0,0.0,8.0
2.0,5.0,20.0,3.0,1.0,4.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,3.0,3.0,4.0,1.0,0.0,1.0,3.0,1.0,8.050000000000004,6.0,33.0,15.0,33.0,21.0,12.0,1.0,0.0,4.0
2.0,4.0,13.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,0.0,2.0,3.0,2.0,8.983333333333334,6.0,41.0,7.0,16.0,38.0,-22.0,0.0,0.0,5.0
2.0,4.0,16.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,3.0,1.0,2.0,3.0,0.0,2.0,3.0,1.0,20.133333333333333,2.0,28.0,7.0,18.0,18.0,0.0,0.0,0.0,3.0
2.0,2.0,-98.0,1.0,3.0,1.0,4.0,2.0,2.0,4.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,1.0,0.0,1.0,4.0,3.0,8.833333333333343,23.0,20.0,11.0,4.0,50.0,-46.0,0.0,0.0,3.0
2.0,4.0,11.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,4.0,1.0,1.0,2.0,1.0,4.0,1.0,2.0,3.0,1.0,2.0,3.0,2.0,32.96666666666668,0.0,22.0,15.0,14.0,22.0,-8.0,0.0,0.0,4.0
2.0,2.0,17.0,2.0,1.0,1.0,3.0,1.0,3.0,1.0,4.0,1.0,1.0,2.0,4.0,1.0,3.0,2.0,3.0,1.0,1.0,2.0,1.0,20.10000000000002,3.0,25.0,9.0,26.0,10.0,16.0,1.0,0.0,6.0
2.0,2.0,20.0,100.0,1.0,1.0,4.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,3.0,2.0,3.0,0.0,1.0,4.0,1.0,22.38333333333333,3.0,32.0,2.0,8.0,28.0,-20.0,0.0,0.0,8.0
2.0,2.0,11.0,4.0,2.0,3.0,2.0,1.0,2.0,1.0,5.0,4.0,1.0,2.0,1.0,4.0,3.0,2.0,3.0,0.0,1.0,1.0,3.0,33.986666666666665,2.0,20.0,15.0,19.0,17.0,2.0,1.0,0.0,8.0
2.0,2.0,16.0,4.0,2.0,1.0,3.0,3.0,2.0,5.0,2.0,4.0,1.0,2.0,4.0,2.0,3.0,2.0,3.0,2.0,1.0,3.0,2.0,11.500000000000005,2.0,27.0,8.0,11.0,25.0,-14.0,0.0,0.0,7.0
2.0,2.0,29.0,2.0,1.0,1.0,3.0,2.0,2.0,4.0,5.0,1.0,2.0,2.0,2.0,4.0,3.0,2.0,3.0,0.0,2.0,4.0,1.0,16.416666666666664,5.0,23.0,9.0,16.0,20.0,-4.0,0.0,0.0,9.0
2.0,2.0,17.0,3.0,3.0,2.0,4.0,2.0,2.0,4.0,2.0,2.0,3.0,1.0,2.0,3.0,3.0,2.0,3.0,0.0,1.0,3.0,2.0,7.916666666666665,4.0,28.0,5.0,10.0,26.0,-16.0,0.0,0.0,7.0
1.0,2.0,13.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,4.0,-99.0,2.0,1.0,4.0,3.0,1.0,2.0,3.0,-1.0,2.0,4.0,3.0,13.733333333333318,1.0,22.0,11.0,21.0,13.0,8.0,1.0,0.0,2.0
2.0,2.0,-98.0,-98.0,2.0,2.0,3.0,1.0,1.0,3.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,9.333333333333332,2.0,33.0,2.0,11.0,25.0,-14.0,0.0,1.0,3.0
2.0,2.0,16.0,100.0,2.0,1.0,2.0,1.0,2.0,5.0,4.0,1.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,0.0,1.0,3.0,3.0,12.433333333333328,17.0,28.0,9.0,9.0,45.0,-36.0,0.0,0.0,6.0
2.0,4.0,30.0,1.0,2.0,2.0,4.0,2.0,2.0,3.0,4.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,0.0,2.0,3.0,1.0,8.08333333333333,18.0,29.0,7.0,0.0,54.0,-54.0,0.0,0.0,3.0
2.0,2.0,11.0,3.0,1.0,1.0,4.0,2.0,2.0,2.0,2.0,2.0,3.0,1.0,1.0,2.0,1.0,2.0,3.0,0.0,2.0,1.0,1.0,5.146666666666668,1.0,34.0,2.0,15.0,21.0,-6.0,0.0,0.0,8.0
2.0,4.0,-98.0,100.0,3.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,2.0,0.0,2.0,3.0,3.0,19.16666666666668,8.0,36.0,9.0,6.0,47.0,-41.0,0.0,0.0,5.0
2.0,2.0,1.0,3.0,3.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,1.0,1.0,2.0,2.0,14.166666666666664,2.0,44.0,8.0,6.0,48.0,-42.0,0.0,0.0,7.0
1.0,4.0,11.0,3.0,2.0,3.0,-98.0,-98.0,1.0,2.0,5.0,-98.0,2.0,2.0,2.0,3.0,3.0,2.0,-98.0,-1.0,1.0,4.0,1.0,24.6,10.0,21.0,14.0,10.0,35.0,-25.0,0.0,0.0,3.0
2.0,2.0,29.0,1.0,1.0,2.0,4.0,2.0,2.0,6.0,2.0,4.0,2.0,2.0,2.0,3.0,3.0,2.0,3.0,0.0,1.0,3.0,1.0,16.23333333333333,13.0,35.0,6.0,5.0,49.0,-44.0,0.0,0.0,7.0
1.0,2.0,13.0,3.0,1.0,1.0,-98.0,1.0,1.0,6.0,2.0,1.0,2.0,1.0,3.0,2.0,3.0,2.0,3.0,-1.0,2.0,3.0,3.0,12.183333333333339,1.0,31.0,2.0,21.0,13.0,8.0,1.0,0.0,7.0
2.0,4.0,11.0,4.0,2.0,3.0,3.0,1.0,4.0,2.0,4.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,2.0,1.0,2.0,3.0,1.0,9.216666666666663,11.0,26.0,17.0,17.0,37.0,-20.0,0.0,0.0,5.0
2.0,2.0,13.0,4.0,2.0,2.0,3.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,3.0,3.0,4.0,4.0,1.0,1.0,2.0,1.0,5.4833333333333325,1.0,49.0,4.0,38.0,16.0,22.0,1.0,0.0,7.0
2.0,2.0,30.0,1.0,3.0,3.0,3.0,3.0,3.0,5.0,5.0,5.0,2.0,2.0,2.0,3.0,3.0,2.0,3.0,1.0,1.0,1.0,1.0,3.15,7.0,10.0,20.0,14.0,22.0,-8.0,0.0,0.0,5.0
1.0,2.0,1.0,1.0,2.0,1.0,3.0,1.0,3.0,3.0,1.0,4.0,1.0,2.0,3.0,2.0,3.0,2.0,3.0,-1.0,1.0,3.0,3.0,11.799999999999995,2.0,28.0,6.0,19.0,17.0,2.0,1.0,0.0,6.0
2.0,1.0,6.0,4.0,1.0,1.0,4.0,2.0,3.0,1.0,2.0,4.0,2.0,2.0,2.0,3.0,3.0,2.0,3.0,1.0,2.0,2.0,1.0,15.649999999999974,9.0,38.0,7.0,13.0,41.0,-28.0,0.0,0.0,6.0
2.0,4.0,20.0,4.0,2.0,3.0,2.0,1.0,1.0,6.0,2.0,5.0,1.0,2.0,3.0,1.0,1.0,2.0,3.0,1.0,2.0,2.0,1.0,5.416666666666664,0.0,24.0,13.0,14.0,22.0,-8.0,0.0,0.0,4.0
2.0,4.0,16.0,1.0,1.0,1.0,2.0,2.0,2.0,3.0,4.0,4.0,2.0,1.0,2.0,3.0,2.0,2.0,3.0,0.0,1.0,2.0,3.0,16.816666666666666,2.0,20.0,15.0,9.0,27.0,-18.0,0.0,0.0,5.0
2.0,2.0,4.0,3.0,2.0,1.0,4.0,3.0,3.0,6.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,4.0,4.0,1.0,1.0,3.0,1.0,12.633333333333338,0.0,44.0,10.0,32.0,22.0,10.0,1.0,0.0,9.0
2.0,2.0,11.0,4.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,3.0,2.0,3.0,2.0,3.0,1.0,2.0,2.0,1.0,9.599999999999998,3.0,32.0,2.0,16.0,20.0,-4.0,0.0,0.0,7.0
2.0,2.0,1.0,1.0,4.0,4.0,3.0,1.0,1.0,3.0,4.0,4.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,0.0,1.0,2.0,2.0,4.616666666666667,8.0,36.0,10.0,5.0,49.0,-44.0,0.0,0.0,7.0
2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,4.0,2.0,2.0,2.0,3.0,2.0,3.0,2.0,3.0,2.0,3.0,0.0,2.0,3.0,1.0,26.08333333333333,4.0,24.0,9.0,8.0,28.0,-20.0,0.0,0.0,4.0
2.0,2.0,5.0,3.0,2.0,2.0,3.0,1.0,1.0,6.0,2.0,2.0,1.0,2.0,2.0,3.0,3.0,2.0,3.0,1.0,2.0,3.0,3.0,15.499999999999991,5.0,27.0,5.0,12.0,24.0,-12.0,0.0,0.0,6.0
1.0,3.0,36.0,1.0,2.0,1.0,4.0,3.0,3.0,5.0,4.0,4.0,2.0,1.0,3.0,3.0,3.0,2.0,3.0,-1.0,2.0,4.0,3.0,12.933333333333325,5.0,16.0,15.0,8.0,28.0,-20.0,0.0,0.0,6.0
2.0,5.0,1.0,3.0,1.0,1.0,2.0,2.0,1.0,1.0,4.0,2.0,3.0,2.0,1.0,4.0,2.0,2.0,3.0,0.0,1.0,3.0,2.0,16.083333333333325,1.0,22.0,14.0,14.0,22.0,-8.0,0.0,0.0,5.0
2.0,4.0,11.0,4.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,3.0,2.0,3.0,2.0,3.0,0.0,2.0,4.0,2.0,12.783333333333333,1.0,31.0,5.0,16.0,20.0,-4.0,0.0,0.0,3.0
1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,2.0,4.0,5.0,4.0,2.0,2.0,2.0,3.0,3.0,-98.0,3.0,-1.0,2.0,4.0,2.0,18.999999999999982,0.0,34.0,14.0,21.0,27.0,-6.0,0.0,0.0,6.0
2.0,4.0,19.0,1.0,3.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,3.0,2.0,2.0,3.0,2.0,2.0,3.0,1.0,2.0,4.0,3.0,13.800000000000002,4.0,22.0,10.0,11.0,24.0,-13.0,0.0,0.0,1.0
2.0,2.0,16.0,1.0,3.0,1.0,2.0,3.0,3.0,3.0,4.0,4.0,2.0,2.0,2.0,3.0,3.0,2.0,3.0,1.0,1.0,2.0,2.0,10.28333333333334,12.0,29.0,13.0,2.0,52.0,-50.0,0.0,0.0,6.0
2.0,2.0,36.0,100.0,2.0,1.0,4.0,2.0,2.0,1.0,4.0,2.0,2.0,2.0,2.0,3.0,3.0,1.0,3.0,0.0,1.0,3.0,2.0,15.16666666666666,5.0,34.0,15.0,6.0,48.0,-42.0,0.0,0.0,7.0
1.0,4.0,13.0,100.0,4.0,2.0,2.0,2.0,4.0,1.0,4.0,5.0,1.0,2.0,2.0,3.0,3.0,2.0,3.0,-1.0,1.0,3.0,3.0,15.550000000000004,3.0,14.0,19.0,15.0,21.0,-6.0,0.0,0.0,4.0
2.0,2.0,16.0,3.0,2.0,1.0,3.0,3.0,3.0,4.0,4.0,4.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,1.0,1.0,4.0,1.0,12.183333333333335,9.0,33.0,12.0,2.0,52.0,-50.0,0.0,0.0,4.0
2.0,4.0,16.0,100.0,1.0,1.0,3.0,4.0,2.0,1.0,5.0,2.0,2.0,2.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0,3.0,3.0,18.700000000000006,5.0,25.0,24.0,20.0,34.0,-14.0,0.0,0.0,7.0
